isin,security_name,index
US91913Y1001,Valero Energy Corp,US_large
US8716071076,Synopsys Inc,US_large
US12541W2098,CH Robinson Worldwide Inc,US_large
IE00B4BNMY34,Accenture PLC,US_large
US8936411003,TransDigm Group Inc,US_large
US9884981013,Yum! Brands Inc,US_large
US74340W1036,Prologis Inc,US_large
US3379321074,FirstEnergy Corp,US_large
US92343E1029,VeriSign Inc,US_large
US74762E1029,Quanta Services Inc,US_large
US8064071025,Henry Schein Inc,US_large
US0236081024,Ameren Corp,US_large
US03662Q1058,ANSYS Inc,US_large
US3030751057,FactSet Research Systems Inc,US_large
US67066G1040,NVIDIA Corp,US_large
US1924461023,Cognizant Technology Solutions,US_large
US46120E6023,Intuitive Surgical Inc,US_large
US8740541094,Take-Two Interactive Software,US_large
US7607591002,Republic Services Inc,US_large
US2786421030,eBay Inc,US_large
US38141G1040,Goldman Sachs Group Inc/The,US_large
US78410G1040,SBA Communications Corp,US_large
US8168511090,Sempra,US_large
US6153691059,Moody's Corp,US_large
US6821891057,ON Semiconductor Corp,US_large
US09857L1089,Booking Holdings Inc,US_large
US3156161024,F5 Inc,US_large
US00971T1016,Akamai Technologies Inc,US_large
US1598641074,Charles River Laboratories Int,US_large
US57060D1081,MarketAxess Holdings Inc,US_large
US25179M1036,Devon Energy Corp,US_large
US09073M1045,Bio-Techne Corp,US_large
US02079K3059,Alphabet Inc,US_large
IE00BFRT3W74,Allegion plc,US_large
US64110L1061,Netflix Inc,US_large
US00846U1016,Agilent Technologies Inc,US_large
US9344231041,Warner Bros Discovery Inc,US_large
US8962391004,Trimble Inc,US_large
US0367521038,Elevance Health Inc,US_large
US12572Q1058,CME Group Inc,US_large
US48203R1041,Juniper Networks Inc,US_large
US2333311072,DTE Energy Co,US_large
US6311031081,Nasdaq Inc,US_large
US7181721090,Philip Morris International In,US_large
US45687V1061,Ingersoll Rand Inc,US_large
US79466L3024,Salesforce Inc,US_large
US7766961061,Roper Technologies Inc,US_large
US4464131063,Huntington Ingalls Industries,US_large
US59156R1086,MetLife Inc,US_large
US8760301072,Tapestry Inc,US_large
US1264081035,CSX Corp,US_large
US28176E1082,Edwards Lifesciences Corp,US_large
US03076C1062,Ameriprise Financial Inc,US_large
US9892071054,Zebra Technologies Corp,US_large
US98956P1021,Zimmer Biomet Holdings Inc,US_large
US1331311027,Camden Property Trust,US_large
US12504L1098,CBRE Group Inc,US_large
US57636Q1040,Mastercard Inc,US_large
US1431301027,CarMax Inc,US_large
US45866F1049,Intercontinental Exchange Inc,US_large
US31620M1062,Fidelity National Information,US_large
IE00028FXN24,Smurfit WestRock PLC,US_large
US1696561059,Chipotle Mexican Grill Inc,US_large
US9831341071,Wynn Resorts Ltd,US_large
US5380341090,Live Nation Entertainment Inc,US_large
US04621X1081,Assurant Inc,US_large
US6293775085,NRG Energy Inc,US_large
US61174X1090,Monster Beverage Corp,US_large
US7591EP1005,Regions Financial Corp,US_large
US05722G1004,Baker Hughes Co,US_large
US61945C1036,Mosaic Co/The,US_large
US30212P3038,Expedia Group Inc,US_large
US1252691001,CF Industries Holdings Inc,US_large
US03743Q1085,APA Corp,US_large
US5253271028,Leidos Holdings Inc,US_large
US02079K1079,Alphabet Inc,US_large
US87256C1018,TKO Group Holdings Inc,US_large
US3364331070,First Solar Inc,US_large
US19260Q1076,Coinbase Global Inc,US_large
US92826C8394,Visa Inc,US_large
US59522J1034,Mid-America Apartment Communit,US_large
US98419M1009,Xylem Inc/NY,US_large
US56585A1025,Marathon Petroleum Corp,US_large
US8923561067,Tractor Supply Co,US_large
US0079031078,Advanced Micro Devices Inc,US_large
US7611521078,ResMed Inc,US_large
US5926881054,Mettler-Toledo International I,US_large
US9256521090,VICI Properties Inc,US_large
US2172041061,Copart Inc,US_large
US46982L1089,Jacobs Solutions Inc,US_large
US0126531013,Albemarle Corp,US_large
US34959E1091,Fortinet Inc,US_large
US60770K1079,Moderna Inc,US_large
US2971781057,Essex Property Trust Inc,US_large
US22160N1090,CoStar Group Inc,US_large
US7561091049,Realty Income Corp,US_large
US9297401088,Westinghouse Air Brake Technol,US_large
US69608A1088,Palantir Technologies Inc,US_large
US73278L1052,Pool Corp,US_large
US9581021055,Western Digital Corp,US_large
US7134481081,PepsiCo Inc,US_large
IE000IVNQZ81,TE Connectivity PLC,US_large
US25278X1090,Diamondback Energy Inc,US_large
US6974351057,Palo Alto Networks Inc,US_large
US81762P1021,ServiceNow Inc,US_large
US1713401024,Church & Dwight Co Inc,US_large
US3137451015,Federal Realty Investment Trus,US_large
US5529531015,MGM Resorts International,US_large
US0255371017,American Electric Power Co Inc,US_large
US46187W1071,Invitation Homes Inc,US_large
US69370C1009,PTC Inc,US_large
US4456581077,JB Hunt Transport Services Inc,US_large
US5128073062,Lam Research Corp,US_large
US6081901042,Mohawk Industries Inc,US_large
US36266G1076,GE HealthCare Technologies Inc,US_large
IE00BLS09M33,Pentair PLC,US_large
US92532F1003,Vertex Pharmaceuticals Inc,US_large
JE00BJ1F3079,Amcor PLC,US_large
US30303M1027,Meta Platforms Inc,US_large
US8725901040,T-Mobile US Inc,US_large
US9113631090,United Rentals Inc,US_large
US0152711091,Alexandria Real Estate Equitie,US_large
US4385161066,Honeywell International Inc,US_large
US2473617023,Delta Air Lines Inc,US_large
US9100471096,United Airlines Holdings Inc,US_large
IE00BKVD2N49,Seagate Technology Holdings PL,US_large
US65249B2088,News Corp,US_large
US15135B1017,Centene Corp,US_large
US03769M1062,Apollo Global Management Inc,US_large
US5732841060,Martin Marietta Materials Inc,US_large
US8807701029,Teradyne Inc,US_large
US70450Y1038,PayPal Holdings Inc,US_large
US88160R1014,Tesla Inc,US_large
US09290D1019,Blackrock Inc,US_large
US48251W1045,KKR & Co Inc,US_large
BMG0450A1053,Arch Capital Group Ltd,US_large
US2605571031,Dow Inc,US_large
BMG3223R1088,Everest Group Ltd,US_large
US8793601050,Teledyne Technologies Inc,US_large
US25754A2015,Domino's Pizza Inc,US_large
US36828A1016,GE Vernova Inc,US_large
US65249B1098,News Corp,US_large
US30161N1019,Exelon Corp,US_large
US37940X1028,Global Payments Inc,US_large
US22822V1017,Crown Castle Inc,US_large
US0162551016,Align Technology Inc,US_large
US49177J1025,Kenvue Inc,US_large
US87612G1013,Targa Resources Corp,US_large
CH1300646267,Bunge Global SA,US_large
US5018892084,LKQ Corp,US_large
US2435371073,Deckers Outdoor Corp,US_large
US98138H1014,Workday Inc,US_large
US98978V1035,Zoetis Inc,US_large
US29444U7000,Equinix Inc,US_large
US2538681030,Digital Realty Trust Inc,US_large
US60855R1005,Molina Healthcare Inc,US_large
US5178341070,Las Vegas Sands Corp,US_large
